date,portfolio_value,cash_balance,total_pnl,total_pnl_percent,signals_count,predictions,positions_count
2023-09-15T00:00:00,98963773.85430999,9736255.774309993,88947908.69331,889.4790869330999,18,{},5
2023-09-16T00:00:00,99038443.23330998,9744073.863309992,89022578.07231,890.2257807231001,18,{},5
2023-09-17T00:00:00,100691535.99230999,9751891.952309992,90675670.83130999,906.7567083130999,18,{},5
2023-09-18T00:00:00,99853082.59131,9759710.041309992,89837217.43031,898.3721743031,20,{},5
2023-09-19T00:00:00,103909782.45131,9759710.041309992,93893917.29031,938.9391729030999,20,{},5
2023-09-20T00:00:00,94799569.45130998,9759710.041309992,84783704.29030998,847.8370429030997,20,{},5
2023-09-21T00:00:00,98242075.15131,9759710.041309992,88226209.99031,882.2620999031001,20,{},5
2023-09-22T00:00:00,100570780.93131,9759710.041309992,90554915.77031,905.5491577031,20,{},5
2023-09-23T00:00:00,95280306.60131,9759710.041309992,85264441.44031,852.6444144031,20,{},5
2023-09-24T00:00:00,98393024.03130999,9759710.041309992,88377158.87031,883.7715887031,20,{},5
2023-09-25T00:00:00,97072539.10130998,9759710.041309992,87056673.94030999,870.5667394030999,20,{},5
2023-09-26T00:00:00,99725759.16131,9759710.041309992,89709894.00031,897.0989400031,20,{},5
2023-09-27T00:00:00,98479659.00130999,9759710.041309992,88463793.84030999,884.6379384031,18,{},5
2023-09-28T00:00:00,98843011.58131,9759710.041309992,88827146.42031,888.2714642031001,18,{},5
2023-09-29T00:00:00,99870529.25131,9759710.041309992,89854664.09031,898.5466409031,18,{},5
2023-09-30T00:00:00,102214744.93131,9759710.041309992,92198879.77031,921.9887977031,18,{},5
2023-10-01T00:00:00,99729830.41131,9759710.041309992,89713965.25031,897.1396525031,20,{},5
2023-10-02T00:00:00,97897119.65131,9759710.041309992,87881254.49031,878.8125449030999,20,{},5
2023-10-03T00:00:00,97613466.56131,9759710.041309992,87597601.40031,875.9760140031,20,{},5
2023-10-04T00:00:00,97961137.65131,9759710.041309992,87945272.49031,879.4527249031,20,{},5
2023-10-05T00:00:00,97528107.00130999,9759710.041309992,87512241.84030999,875.1224184030999,20,{},5
